Description,SalesDollars,cum_pct,ABC_Category
Flora Springs Trilogy Cal,1234.81,95.72828583033939,C
Richards Wild Irish Rose Red,1231.6200000000001,95.7320023156057,C
Frey Cab Svgn Organic Mendcn,1231.33,95.73571792578008,C
Pitu Brazilian Rum Cachaca,1231.12,95.73943290226718,C
McManis Merlot Cal,1230.88,95.74314715454028,C
Chinaco Blanco Tequila,1229.59,95.74685751416307,C
Frogs Leap Znfdl Napa,1229.59,95.75056787378584,C
Zeni 11 Amarone Classico,1229.59,95.75427823340861,C
Codice Sierra Cantabria Red,1228.77,95.7579861186335,C
Ferrari-Carano Merlot,1227.52,95.7616902319104,C
Dom Fouassier Sancerre 13,1223.32,95.76538167144206,C
Senators Club,1223.25,95.76907289974463,C
Ch Bonnet Red,1221.06,95.77275751959434,C
High West American Prairie,1220.63,95.7764408418939,C
Redwood Creek Pnt Grigio,1219.89,95.78012193120028,C
Dom Serene Evenstad 11 Pnt N,1219.8,95.78380274892642,C
Wente Wetmore Cab Svgn,1219.59,95.78748293296528,C
Emblem Cab Svgn,1219.58,95.79116308682853,C
Neyers Merlot Napa,1219.53,95.7948430898139,C
Catskill Most Righteous Brbn,1219.4699999999998,95.79852291174575,C
Rodney Strong Chard Sonoma C,1219.3899999999999,95.80220249227293,C
Perc Coffee Liqueur,1218.47,95.80587929664638,C
Massolino Nebbiolo Langhe,1218.4699999999998,95.80955610101984,C
Patron XO Cafe Incendio,1217.4199999999998,95.813229736957,C
Taylor Golden Sherry,1217.1299999999999,95.8169024978022,C
Mezcal De Amor Amaras,1213.75,95.82056505930005,C
Picket Fence Chard RRV,1212.07,95.82422255129981,C
Crios Rose of Malbec,1210.99,95.8278767843365,C
Banfi Chianti Superiore,1210.81,95.83153047421267,C
La Cote Blanche Mcon V Chard,1209.23,95.83517939634659,C
C Y Toro Casa Diablo Merlot,1208.79,95.83882699075482,C
C Y Toro Frontera Pnt Grigio,1206.66,95.84246815776368,C
Kijafa Cherry,1206.49,95.8461088117876,C
Jim Beam Bonded Bourbon,1205.33,95.84974596544379,C
Ch Ste Michelle Indn Wl Merl,1205.32,95.85338308892439,C
Flip Flop Cab Svgn,1205.19,95.85701982012242,C
Rosita Triple Sec,1204.98,95.86065591763318,C
Marcus James Cab Svgn Mendza,1204.64,95.86429098917408,C
Ch D'Arcins Haut Medoc,1204.4299999999998,95.86792542702773,C
W Hill RSV Cab Svgn,1203.72,95.8715577224149,C
Frescobaldi Tenuta Castglni,1203.57,95.87518956516833,C
Heron Pnt Nr Cal,1203.14,95.87882011037165,C
Ravenswood Besieged Red,1203.14,95.88245065557497,C
Concannon Petite Sirah Cntrl,1202.9,95.88608047656426,C
Laphroaig 32 Yr Old Scotch,1199.99,95.88970151645864,C
Glen Moray 25 Yr Portwood,1199.95,95.89332243565069,C
Jim Beam Distlrs Masterpiece,1199.94,95.89694332466715,C
Mount Gay 1703 Old Cask Slct,1199.8899999999999,95.9005640628057,C
Paul Hobbs Cab Svgn Napa,1199.8799999999999,95.90418477076865,C
Gramercy Clrs Grenache,1199.76,95.90780511662462,C
Cuttings Red,1199.76,95.91142546248057,C
Merriam Merlot RRV,1199.54,95.91504514447368,C
Tolaini Al Passo Toscana,1199.52,95.91866476611561,C
Hornitos Plata VAP,1199.5,95.92228432740639,C
Sheffield Tawny Port,1198.8,95.92590177640628,C
Pine Ridge Forefront Cab Svg,1198.37,95.92951792785607,C
Wente Louis Mel Svgn Bl,1195.23,95.9331246041725,C
Yellow Tail Bubbles White,1192.81,95.93672397799763,C
Courvoisier VSOP VAP,1192.66,95.940322899189,C
Orleans Hill Syrah Lodi,1191.8,95.94391922528015,C
1800 Silver w/ Shot Glasses,1191.54,95.94751476680614,C
Arak-Gantous & Abouraad,1191.37,95.95110979534718,C
Lavergne Brdx Rouge,1190.51,95.95470222878801,C
Skinnygirl Mojito RTD,1189.93,95.95829291204498,C
Pol Roger Brut 2004,1189.85,95.96188335389726,C
Usquaebach 15 Yr Whisky,1189.83,95.96547373539839,C
Grahams 10-Yr Tawny Port,1189.61,95.96906345303667,C
Fish Eye Chard Cal,1189.3,95.97265223523185,C
Plungerhead Lodi Cab Svgn,1189.15,95.97624056479326,C
Terrabianca Campaccia,1187.6299999999999,95.97982430766592,C
Art In The Age Sage,1187.61,95.9834079901874,C
Snake River Stampede Whisky,1187.46,95.98699122007514,C
MSH Cellars Svgn Bl Napa Vly,1187.01,95.99057309206161,C
Canyon Oaks Cab Svgn Cal,1186.74,95.99415414930729,C
Gerard Bertrand Pnt Nr Rsv,1185.02,95.99773001635256,C
14 Hands Svgn Bl,1184.8799999999999,96.00130546093963,C
Svedka Orange Cream Pop,1184.77,96.0048805735953,C
Cupcake Shiraz,1184.1100000000001,96.00845369466242,C
Quinta do Crasto RSV Douro,1183.68,96.01202551817943,C
Villa Sandi Il Fresco Prosec,1182.09,96.01559254377861,C
Aultmore 12 Yr Scotch,1181.77,96.0191586037591,C
Rex Goliath Malbec,1180.04,96.02271944336356,C
Bodegas La Cartuja Priorat,1179.3999999999999,96.02627835173065,C
Luna di Luna Merlot/Cab Ca'M,1178.82,96.02983550991388,C
Corral De Peidra Cab Svgn,1177.93,96.03338998247015,C
Heitz Znfdl Ink Grade Vyd,1175.58,96.03693736376418,C
B & B Dom VAP,1174.53,96.04048157662191,C
Oops Cheeky Little Svgn Bl,1170.81,96.04401456416242,C
Bowen's American Whiskey,1169.61,96.04754393063287,C
Rumson's Coffee Rum,1169.61,96.05107329710331,C
Hornitos Spiced Honey Liquer,1169.35,96.05460187900859,C
Middle Sister Smarty Pants C,1168.83,96.05812889178348,C
Paul Masson Chablis,1168.67,96.06165542174904,C
Nicolas Feuillatte Brut,1167.67,96.06517893415621,C
Woodbridge Harvest Spice Red,1165.49,96.06869586828607,C
Yellow Tail RSV Shiraz Ausl,1164.94,96.07221114275883,C
Pico & Vine Cab Svgn Napa,1164.39,96.07572475757448,C
Phillips Rapture Cab Svgn,1162.79,96.07923354429668,C
Greg Norman Svgn Blanc Marlb,1160.28,96.08273475694735,C
Kenwood J London Cab Svgn,1159.63,96.08623400818503,C
El Coto de Rioja RSV Coto d,1159.4199999999998,96.08973262573546,C
Canyon Rd Pnt Nr,1159.18,96.0932305190719,C
Rosemount Shiraz/Cab Svgn,1158.84,96.09672738643845,C
Gallo Twin Valley Merlot Cal,1158.84,96.10022425380502,C
Stark Raving Red,1158.84,96.10372112117159,C
Coldcock American Herbal Whi,1158.3899999999999,96.10721663063688,C
Once Upon A Vine Pnt Nr,1156.99,96.11070791552042,C
Stags Leap The Investor Red,1154.79,96.1141925617755,C
C Y Toro Frontera Carmenere,1154.74,96.11767705715265,C
David Bruce Pnt Nr Sonoma,1154.67,96.12116134130073,C
Bracero Blanco Tequila,1154.67,96.1246456254488,C
Renzo Masi Chianti Rufina,1152.96,96.12812474957202,C
Bols Triple Sec,1152.47,96.13160239509165,C
Klinker Brick Old Ghst Znfdl,1151.68,96.13507765674012,C
Villa Pozzi Pnt Grigio Vnzie,1148.74,96.13854404676692,C
McCormick Vodka,1146.36,96.14200325500477,C
Matusalem Gran Reserva Rum,1145.59,96.14546013972264,C
Lange RSV Willamette Pnt Nr,1144.62,96.14891409740889,C
Pinnacle Strawbery Shortcake,1144.3,96.15236708947644,C
Rumson's Grand Rsv Rum,1143.74,96.15581839171129,C
AnestasiA Vodka,1143.68,96.15926951289264,C
Bluebird Pinot Noir,1143.19,96.16271915547038,C
Dry Creek Vyds Est Block 10,1141.62,96.16616406048144,C
Kahlua Peppermint Mocha,1141.3999999999999,96.16960830162965,C
Conterno Barolo Sori Gnestra,1139.88,96.1730479560891,C
Beaux Freres Pnt Nr Will Vly,1139.81,96.17648739931948,C
Ch Cantenac Brown Margaux 11,1139.81,96.17992684254985,C
Luxardo Maraschino Liqueur,1139.62,96.18336571244413,C
Bacardi Gran Reserva Maestro,1139.53,96.18680431075816,C
Dom de Dionysos Cairanne Cig,1139.43,96.19024260731635,C
Tenuta Alzatura Sagrantino,1139.43,96.19368090387452,C
Punt e Mes Sweet Vermouth,1139.4299999999998,96.19711920043271,C
Edmeades Mendocino Znfdl,1139.24,96.2005569236548,C
Trivento Rsv Cab Malbec,1138.88,96.20399356055587,C
DeKuyper Green Creme de Ment,1138.8600000000001,96.20743013710576,C
Cellar No 8 Pnt Nr,1138.74,96.21086635154865,C
The Path Pnt Nr,1135.8700000000001,96.21429390559896,C
Hall Cab Svgn Napa,1133.79,96.21771518312782,C
Barton Light Rum,1132.2,96.22113166273884,C
Dominio de Eguren Protocolo,1128.59,96.22453724896405,C
Hundred Acre Ark Vy Cab Svgn,1124.97,96.22793191162788,C
Diamond Creek Red Rock Cab S,1124.95,96.23132651394056,C
Diamond Crk Gravelly Cab Svg,1124.95,96.23472111625323,C
Ch Ste Michelle Indn Wls Red,1123.37,96.23811095082365,C
Rodney Strong Knotty Vn Znfl,1121.44,96.24149496150636,C
Trimbach Gewurztraminer,1120.4099999999999,96.24487586410395,C
Chivas Royal Salute,1119.93,96.2482553182735,C
Grgich Hills Znfdl,1119.68,96.25163401805345,C
M Lynch Bordeaux Rouge Medoc,1119.26,96.25501145045887,C
Joel Gott Alakai Red,1119.2,96.25838870181079,C
Blue Fish Pfalz Rsl,1118.6,96.26176414262768,C
Marc Bredif Vouvray,1116.4099999999999,96.2651329749917,C
Skyy Barcraft White Sangria,1115.07,96.26849776382747,C
Natura Chard Casablanca,1112.8899999999999,96.27185597438593,C
Dom La Fage Cve Nicholas VdP,1111.99,96.27521146914184,C
Mile Marker Pnt Nr,1111.31,96.27856491195806,C
Bertani Due Uve White Venet,1109.99,96.28191437159718,C
Stags Leap Wine Petite Syrah,1109.75,96.2852631070223,C
Castello Banfi Brun Montalcn,1109.6299999999999,96.2886114803404,C
Qupe Central Coast Syrah Cal,1109.4199999999998,96.29195921997126,C
Steele Clear Lake Merlot Cty,1109.26,96.29530647679279,C
Smoking Loon Malbec Carancho,1108.89,96.2986526171177,C
Beringer Wh Znfdl/Chard LVS,1108.84,96.30199860656468,C
F Coppola Directors Chard,1107.26,96.30533982826941,C
Northstar Merlot Columbia,1106.6299999999999,96.30867914891235,C
Antinori Tenuta Marchese,1105.73,96.31201575375273,C
St Brendans Peppermint Bark,1105.21,96.31535078946276,C
Wilson Winery Znfdl,1103.54,96.31868078585026,C
Saracco Moscato d'Asti,1103.31,96.32201008819933,C
Lindemans Bin 85 Pnt Grigio,1103.22,96.32533911896816,C
Acquese Moscato D'Asti Dolc,1103.08,96.3286677272788,C
Ultimat Vodka,1102.67,96.33199509839051,C
Aviation American Gin,1102.62,96.3353223186243,C
Luce Della Vite Lucente Tosc,1101.62,96.33864652129971,C
Gouleyant Malbec Cahors,1101.21,96.34196948677616,C
Frey Vyds Organic Agrul Red,1100.15,96.34528925364071,C
Bruichladdich Octomore 61,1099.8999999999999,96.34860826611568,C
Yellow Spot Irish Whisky,1099.8899999999999,96.35192724841505,C
Grant's Ale Cask Finish,1099.4499999999998,96.35524490298874,C
W Hill Cab Svgn Central Cst,1098.9,96.3585608979053,C
Line 39 Lk Cnty Petite Sirah,1098.9,96.36187689282188,C
Zorvino Vyds Pearz,1098.9,96.36519288773844,C
Aberfeldy 12 Yr Single Malt,1098.79,96.3685085507236,C
Kendall Jackson Vt RSV Syrah,1098.4,96.37182303686096,C
D'Arenberg Footbolt Shiraz,1095.4199999999998,96.37512853067433,C
Cono Sur Chard Cntrl Vly,1091.63,96.3784225879414,C
Moonlight Meadery Desire,1091.22,96.38171540800951,C
Flight Song Svgn Bl,1091.16,96.38500804702414,C
The Seeker Svgn Bl,1089.2,96.38829477162432,C
Tooters Mango Smash 15 Pk,1088.91,96.39158062113256,C
Alverdi Pnt Grigio,1087.79,96.39486309097539,C
Arrow Blackberry Brandy,1084.62,96.39813599515813,C
Bacardi Tangerine,1084.05,96.4014071793326,C
Byron Santa Barbara Pnt Nr,1083.44,96.40467652279642,C
Gloria Ferrer Brut,1081.47,96.40793992167022,C
Sandeman Tawny 40-Yr Port,1079.8799999999999,96.4111985226262,C
Dictador 20 Yr Rum,1079.82,96.41445694252864,C
Haig Club Scotch,1079.82,96.41771536243111,C
Massolino Barolo Serralunga,1079.73,96.42097351075331,C
Jefferson's Manhattan RTD,1079.73,96.42423165907552,C
Castello Montauto Vernaccia,1078.8,96.42748700106843,C
Bloom Gin,1077.51,96.430738450411,C
J Lohr Arroyo Seco Chard,1075.44,96.43398365340771,C
White Mountain Vodka,1074.57,96.43722623112862,C
Skinnygirl Red Wine,1069.81,96.44045444527157,C
Tenuta San Guido Sassacia,1067.97,96.44367710710708,C
Pinnacle Rainbow Sherbet,1066.88,96.44689647980395,C
Florio Sweet Marsala Italy,1066.03,96.4501132875762,C
Duboeuf Bjls Nouveau 2014,1066.03,96.45333009534843,C
Ch Pavie Macquin St Emiln 11,1065.87,96.45654642031134,C
Flag Hill Raspberry Liqueur,1064.29,96.45975797753196,C
BV Coastal Estate Chard,1064.01,96.46296868983626,C
Old New England Pumpkin Nog,1062.48,96.46617478527621,C
Loukatos Mavrodaphne Patras,1059.49,96.46937185821656,C
Sandeman 10 Yr Tawny Port,1057.54,96.47256304691805,C
Jewell Towne Marechal Foch,1057.08,96.47575284754268,C
BV Coastal Estate Merlot,1057.0,96.47894240676264,C
Gallo Fairbanks Wh Port,1054.68,96.48212496524714,C
Sloane's Gin,1054.51,96.48530701074671,C
El Coto de Rioja Crianza Re,1054.11,96.48848784922292,C
F Coppola Rosso Bianco Chard,1054.07,96.4916685669968,C
Murrieta's Well The Whip Wh,1052.4099999999999,96.49484427562373,C
Stoli 80 VAP Lemonade Shaker,1052.4099999999999,96.49801998425069,C
Montes RSV Colchagua Malbec,1052.19,96.50119502901478,C
Tenuta di Arceno Chianti Cls,1050.4199999999998,96.50436473270054,C
Placido Sangiovese Primever,1050.07,96.50753338024084,C
Grand Marnier Cuvee 1880,1049.97,96.5107017260253,C
Beringer Cab Svgn Pvt RSV Np,1049.93,96.51386995110744,C
Barterhouse Bourbon,1049.86,96.51703796496048,C
Glenfiddich Trio 200ml Pack,1049.79,96.52020576758444,C
Le Haut Medoc de Lascombes,1049.7,96.52337329862814,C
Claude Riffault Les Boucauds,1049.58,96.52654046756484,C
Canella Prosecco Di Conegli,1049.3899999999999,96.52970706316543,C
Smoking Loon Viognier Cal,1048.95,96.53287233104034,C
Parducci Cab Svgn,1047.05,96.5360318655543,C
Natura Malbec Ville de Rapel,1046.96,96.53919112848803,C
Arrow Sloe Gin,1046.69,96.54234957668098,C
14 Hands Hot to Trot White,1046.03,96.54550603328538,C
Marie Brizard Orange Curacao,1045.4199999999998,96.54866064917917,C
Diseno Malbec Mendoza,1045.11,96.55181432962986,C
Natura Pnt Nr,1044.96,96.55496755744679,C
Black Opal Cashmore Chard,1044.93,96.55812069473696,C
Antinori Chianti Clsc Pepoli,1044.58,96.56127277588169,C
Stags Leap Fay Cab Svgn Napa,1043.9099999999999,96.5644228352623,C
Ch Les Ormes Saint-Julien,1043.82,96.56757262306267,C
Truchard Carneros Pnt Nr,1043.65,96.5707218978781,C
Clos du Val Carneros Chard,1043.56,96.57387090111327,C
Drouhin Laforet Red Bourgog,1043.42,96.57701948189028,C
Hess Select Pnt Nr,1043.4199999999998,96.5801680626673,C
Rancho Zabaco Dncg Bul Znfdl,1042.84,96.58331489326044,C
Castano Yecla Monastrell Red,1040.97,96.58645608101936,C
Hogue Cellars Rsl Wash,1040.96,96.58959723860274,C
Hess Clctn 19 Block Cuvee,1040.71,96.5927376417965,C
Comandon XO Cognac,1039.92,96.59587566111914,C
Bowmore Islay 18-Yr Sgl Malt,1039.92,96.59901368044177,C
Avion Tasting Flight 3/375mL,1039.77,96.60215124713064,C
Gary Farrell RRV Pnt Nr,1039.74,96.60528872329276,C
Kismet Wine Papa's All-Black,1039.48,96.6084254148897,C
Rainstorm Pnt Nr,1039.35,96.61156171420406,C
Folonari Valpolicella,1038.27,96.61469475455534,C
Wine by Joe Pnt Nr,1036.3899999999999,96.61782212189685,C
Tall Ship Appledore Rum,1035.6299999999999,96.62094719589398,C
Maestro Dobel Diamond Tequla,1034.76,96.62406964461532,C
Candia Vyds Noiret Vault RSV,1034.31,96.62719073543538,C
Ch Fage Graves de Vayres,1031.14,96.63030226059533,C
Ardmore Legacy Single Malt,1030.74,96.63341257873192,C
Callia Alta Malbec,1028.84,96.63651716350758,C
Root 1 Svgn Bl,1026.14,96.63961360087558,C
Sensi Sangiovese/Cab Svgn T,1025.62,96.6427084691132,C
Antinori Villa Wh,1025.34,96.64580249243448,C
Stags Leap Winery Chard Napa,1024.7,96.6488945845184,C
For A Song  The Score,1022.72,96.65198070183669,C
Mazzei Siepi,1019.8799999999999,96.65505824928916,C
Hawk Crest Cab Svgn,1018.32,96.65813108935053,C
Castello Banfi Belnero Prop,1014.64,96.66119282479703,C
Maison L'Envoye Two Messenge,1013.61,96.66425145215837,C
Black Box Svgn Bl,1013.5799999999999,96.66730998899295,C
Killibinbin Seduction Cab Sv,1013.22,96.67036743950653,C
Cecchi Nobile Montepulciano,1012.5799999999999,96.67342295878272,C
Schmitt Sohne Blue Rsl,1010.4699999999999,96.67647211101072,C
Sella & Mosca Vermentino Ca,1008.99,96.6795167972523,C
Fattoire Barbi 10 Brunello,1007.7600000000001,96.68255777189707,C
Kunde Cab Svgn Sonoma Valley,1007.4699999999999,96.68559787144989,C
Kendall Jackson Sp Sel Chard,1007.16,96.68863703555961,C
Santa Julia Malbec,1007.16,96.69167619966933,C
Broadbent Gruner Veltliner,1004.33,96.69470682408881,C
Firefly Moonshine,1002.3100000000001,96.69773135304031,C
Trentadue Znfdl Alex Vly,1001.41,96.70075316618929,C
Grape Time Winery Rsl Granny,1000.23,96.70377141861937,C
Clos du Bois Rouge,1000.19,96.7067895503471,C
Ch Leoville Las Cases 11 Jul,999.95,96.7098069578608,C
Ch Le Gay Pomerol,999.9,96.7128242144966,C
Massimo Malbec Mendoza,999.2,96.71583935884154,C
Il Poggione Monalcino Rsv 07,998.91,96.71885362809452,C
B & G Vouvray,998.21,96.72186578505665,C
Dewatsuru Kimoto Junmai Sake,997.5899999999999,96.72487607113256,C
Gunsight Rock Cab Svgn,995.43,96.72787983928235,C
Calumet Farm Bourbon VAP,994.77,96.7308816158436,C
Wente Sandstone Mntry Merlot,993.38,96.73387919799869,C
Beefeater 24,992.5799999999999,96.73687436610705,C
Santa Rita Medalla Cab Svgn,991.38,96.73986591314535,C
Glam Prosecco,991.38,96.74285746018366,C
Coppa La Rocca Gavi,991.38,96.74584900722195,C
Honoro Vera Garnacha Calatyd,991.15,96.7488398602218,C
Eponymous Cab Svgn Napa,989.78,96.75182657916669,C
Moonlight Meadery Sumptuous,987.24,96.75480563351326,C
Santa Rita RSV Chard,986.02,96.75778100643856,C
Sivas-Sonoma Cab Svgn,985.42,96.76075456882887,C
Zum Rsl,981.02,96.76371485396224,C
Ch Pichon Longevile 11 Comts,979.9300000000001,96.76667184995694,C
Goldeneye Anderson Pnt Nr,979.82,96.76962851402024,C
Jordan Chard Sonoma,979.65,96.7725846650986,C
Fat Bastard Shiraz,978.11,96.77553616913706,C
Chivas Regal w/ 2 Glasses,977.6899999999999,96.77848640580098,C
M D 20/20 Banana Red,977.5500000000001,96.78143622000673,C
Blue Nun Authentic White,977.41,96.7843856117543,C
Writer's Block Cab Franc,975.39,96.78732890803391,C
Tenuta Santo Pietro Pio Il C,975.19,96.79027160080187,C
Lacoste Borie Pauillac,974.75,96.7932129658441,C
Tanqueray Old Tom Gin,974.6099999999999,96.79615390842818,C
Rihaku Nigori Dreamy Clouds,974.25,96.79909376469125,C
Roaring Meg Pnt Nr,972.52,96.80202840057828,C
Morgan Winery Syrah G-17 Mon,971.4599999999999,96.80495983785342,C
Terra d'Oro Ch Bl/Viognier,971.19,96.8078904603878,C
Riunite Lambrusco Rose,970.8,96.81081990607441,C
Dom D'Andezon CdRhone Red,969.26,96.81374470472109,C
Juarez Gold Tequila,969.03,96.81666880932934,C
Talbott Logan Slpy Hl Pnt Nr,968.61,96.81959164656307,C
Clayhouse Syrah Paso Robles,968.21,96.82251327677344,C
Big House White,964.93,96.82542500939229,C
Lange Willamette Chard,963.4,96.82833212514677,C
Agave Loco Pepper Cured Teq,961.64,96.83123392999852,C
Cambas Mavrodafne of Patras,961.26,96.83413458817807,C
Cade Cab Svgn Howell Mtn,959.88,96.83703108212704,C
Charles Heidsieck Brut Rose,959.88,96.839927576076,C
Allegrini Amarone Clsc,959.88,96.84282407002496,C
Cakebread Merlot Napa,959.8000000000001,96.84572032256925,C
Cesari Recioto Valpolicella,959.76,96.84861645441121,C
Blindfold White,959.68,96.85151234484852,C
Heartland Spice Trader Sh/CS,959.4,96.85440739036943,C
Gallo Twin Valley Wh Merlot,959.04,96.85730134956935,C
McCormick Long Island Iced,957.63,96.86019105401193,C
Buried Cane Cab Svgn,957.32,96.86307982301142,C
Mionetto Prosecco Superiore,953.4699999999999,96.86595697441109,C
Dom Cherrier Sancerre,953.4699999999999,96.86883412581076,C
Tom Gore Chardonnay CA,953.34,96.87171088492785,C
C Y Toro Frontera Shiraz,952.94,96.87458643702158,C
3 Brooms Svgn Bl Marlborough,952.43,96.87746045016053,C
Anew Rsl,951.24,96.88033087240498,C
Primaterra Primitivo,951.13,96.88320096271802,C
Johnnie Walker Odyssey,949.99,96.88606761301449,C
Wiggly Bridge Gold Rum,949.8100000000001,96.88893372015045,C
Juarez Triple Sec,949.62,96.89179925395031,C
C Y Toro Carmenere de Casa,949.4999999999999,96.89466442564319,C
Rosemount Gewurz/Rsl,949.05,96.89752823943478,C
Murrieta's Well The Spur,947.55,96.90038752688876,C
Kentia Albarino Rias Baixas,947.33,96.90324615047992,C
Phillips Incognito Lodi Rd,946.41,96.90610199791733,C
Sandeman Character Sherry,945.14,96.90895401305562,C
Wild Turkey Diamond Annivsry,944.9300000000001,96.91180539450663,C
Ayala Brut Majeur,944.79,96.91465635349947,C
Don Eduardo Anejo Tequila,944.73,96.9175071314388,C
Failla Pnt Nr Sonoma Cst,944.73,96.92035790937813,C
Flag Hill Blueberry Liqueur,944.37,96.92320760099645,C
Locations E Red Spanish,943.4699999999999,96.9260545768122,C
Domain Drouhin Pnt Nr Ore,942.7700000000001,96.92889944033708,C
Cono Sur Cab Svgn Cntrl Vly,939.81,96.93173537188913,C
Merriam Vyds Miktos Red,939.8000000000001,96.93457127326559,C
Cantele Salice Salentino Rsv,937.3299999999999,96.93739972127283,C
Menage a Trois Rose Blend,937.11,96.94022750541721,C
Bols Peach Schnapps,936.84,96.94305447482083,C
Old New England Choc Egg Nog,936.66,96.94588090106394,C
DiSaronno Amaretto,936.66,96.94870732730705,C
Ch Les Granges Brdx,936.11,96.95153209389305,C
Clos de Marquis 09 St Julien,935.96,96.95435640784528,C
A Bichot Chablis Long Depaqt,935.4799999999999,96.9571792733695,C
Prinz Salm Two Princes Nahe,935.38,96.96000183713787,C
Moonlight Meadery Wild,935.28,96.9628240991504,C
Colores del Sol Malbec Rsv,934.96,96.96564539554426,C
Gerard Bertrand Languedoc Rg,934.15,96.9684642477158,C
Argyle Brut,932.5799999999999,96.97127836232067,C
Cupcake Black Forest,930.1899999999999,96.97408526496099,C
Beniotome Sesame Shochu,929.6899999999999,96.97689065882211,C
Rombauer Merlot Napa,929.6899999999999,96.97969605268324,C
Yellow Tail Sangria Blanco,929.35,96.98250042057451,C
Gallo Twin Valley Hearty Bur,929.0699999999999,96.98530394354944,C
Skinnygirl Rose Wine,925.97,96.98809811209334,C
Skinnygirl Pina Colada,924.64,96.99088826728457,C
KAH Tequila 3/50mLs Pak,924.63,96.99367839230024,C
Carpene Malvolti Prosecco,924.4499999999999,96.9964679741554,C
Zorvino Vyds Mango Magnifico,924.26,96.99925698267445,C
Atamisque Assemblage,923.72,97.00204436171197,C
Tall Ship Cedar Island Spice,923.67,97.00483158987157,C
Studebaker Manhattan RTD,923.5799999999999,97.00761854645093,C
A Bichot Pouilly-Fuisse,923.56,97.0104054426791,C
Hahn Meritage Central Coast,923.4399999999999,97.01319197680029,C
Boya Svgn Bl,923.34,97.01597820916562,C
Rene Junot White,923.23,97.01876410959953,C
Bridlewood Chard Monterey,923.23,97.02155001003344,C
Souverain Svgn Bl No Coast,922.29,97.02433307396247,C
Essenciel Paradis Prvnc Rose,921.3000000000001,97.02711315050868,C
Dumangin Champagne Cuvee 17,919.77,97.02988861019057,C
Joseph Carr Merlot Napa Vly,919.4899999999999,97.03266322495608,C
Ruca Malen Malbec Rsv,917.4599999999999,97.03543171407809,C
Maipe Malbec Mendoza,916.1700000000001,97.03819631054975,C
Nicolis Valpo Seccal Ripasso,913.5799999999999,97.04095309154518,C
Mt Brave Cab Svgn Mt Veeder,911.8699999999999,97.04370471251576,C
Penley Est Phoenix Cab Svgn,911.52,97.04645527734091,C
Ransom Sweet Vermouth,911.5199999999999,97.04920584216606,C
Picket Fence Pnt Nr RRV,911.43,97.05195613541095,C
Tiziano Chianti,911.1800000000001,97.05470567426624,C
Spottswoode Lyndenhurst Cab,909.8699999999999,97.05745126012005,C
Tenuta Guado Al Tasso Bructo,908.65,97.0601931645526,C
Pimms Blackberry & Elderflwr,906.03,97.06292716298218,C
Warre's Fine Selected Ruby P,905.3000000000001,97.06565895859414,C
Guigal Chtnf du Pape,904.82,97.06838930577806,C
Cafaggio Basilica Chianti Cl,903.42,97.07111542838024,C
Venta Morales Tempranillo,901.89,97.07383693411808,C
Vin Vault Chard,900.4999999999999,97.07655424544974,C
Dom Perignon P2 Blanc 1998,899.97,97.07926995747546,C
Ch Ducru Beaucaillou 11 Jul,899.94,97.08198557897444,C
Duckhorn Three Palms Merlot,899.9,97.08470107977108,C
Round Pond Est Cab Rutherfrd,899.85,97.08741642968978,C
Hauts de Smith Rouge Pessac,899.75,97.09013147785267,C
Signo 11 Bobal de Manchuela,899.55,97.09284592250387,C
Juxtapoz Red North Cst,897.56,97.09555436221386,C
Christian Bros Dry Sherry,894.87,97.09825468469178,C
3 Blind Moose Merlot Cal,893.16,97.10094984714488,C
Lobster & Shrimp Muscadet,892.84,97.10364404397926,C
Bulldog Gin,891.64,97.10633461974358,C
Honeymaker Blueberry Mead,891.4999999999999,97.10902477304973,C
Black Opal Cashmore Cab Svgn,889.09,97.11170765404015,C
Napa Cellars Pnt Nr Napa,887.53,97.11438582763948,C
C Krug Svgn Bl Napa,886.45,97.11706074227575,C
Oops Voluptuous Beauty Valle,885.11,97.11973161338378,C
Sauza Cucumber Chili Tequila,884.41,97.12240037220093,C
Etude Carneros Pnt Nr,881.7900000000001,97.12506122501507,C
Ch Gruaud Larose 11 St Julin,879.89,97.1277163444683,C
Garden Creek Meritage,879.89,97.13037146392152,C
St Supery Dollarhide Cab Svg,879.8899999999999,97.13302658337474,C
Bruichladdich Islay Barley,879.8699999999999,97.1356816424768,C
Caffo Vecchio Amaro del Capo,879.5999999999999,97.13833588683809,C
The Tractor Guy Pnt Nr,879.56,97.14099001049703,C
Tooters Apple-tini 15 Pk,879.12,97.1436428064303,C
Hob Nob Wicked Red,879.12,97.14629560236355,C
Casa Liliana Good Chianti,877.05,97.14894215195095,C
Rosatello Sw Sparkling Rose,875.42,97.15158378291815,C
The Deveron 12 Yr Scotch,874.82,97.15422360335033,C
The Calling Pnt Nr RRV,874.65,97.15686291079757,C
Secco-Bertani Verona,874.37,97.15950137332847,C
Commanderie Bargmn Prov Rose,873.54,97.1621373312859,C
Natura Valle Cab Svgn Cntrl,873.13,97.16477205204438,C
Andre Bourgogne Pnt Nr RSV,872.46,97.16740475103876,C
Sea Hagg Spiced Rum,872.15,97.17003651459002,C
Santa Cristina Antinori Wh,871.36,97.17266589427015,C
Malibu 50ml Sampler Pack,868.26,97.1752859195193,C
