Description,SalesDollars,cum_pct,ABC_Category
Flip Flop Pnt Grigio,2929.1800000000003,89.17636995685214,B
Bonterra Mendocino Org Znfdl,2923.91,89.18519302600903,B
Capt Morgan White Grapefruit,2918.2,89.19399886490751,B
JP Wiser's Rye,2912.64,89.20278792618134,B
Zaccagnini Pnt Grigio,2912.43,89.2115763537679,B
Fat Bastard Chard,2912.35,89.2203645399498,B
Ch de Sancerre Sancerre,2909.0299999999997,89.22914270783782,B
Patron XO Cafe Dark Cocoa,2902.91,89.2379024082685,B
Penfolds Koonunga Hil Shiraz,2901.58,89.2466580953465,B
Auchentoshan American Oak,2900.2200000000003,89.25540967854509,B
Belle Glos Alturas Pnt Nr,2899.42,89.26415884769699,B
Grayson Cellars Pnt Nr Cntrl,2899.13,89.27290714175693,B
Havens Cab Svgn 11,2896.39,89.2816471677069,B
Taylor Nys Cream Sherry,2895.93,89.29038580557999,B
The Dreaming Tree Pnt Nr CA,2895.01,89.29912166729937,B
Mark West Pnt Nr RRV,2892.2999999999997,89.30784935143551,B
Campo Viejo Gran RSV Rioja,2891.39,89.3165742895935,B
Farnum Hill Semi-Dry Cider,2889.59,89.32529379614641,B
Rob Stuart Big Fire Pnt Gris,2888.2999999999997,89.33400941004898,B
Ferrari-Carano Cab Svgn Alex,2886.2400000000002,89.34271880778125,B
BR Cohn Silver Cab Svgn Snm,2884.79,89.35142383005386,B
Kenwood Svgn Bl Sonoma,2884.76,89.36012876179974,B
Red Truck Cal,2884.41,89.36883263740016,B
Dark Horse Pnt Nr,2884.39,89.37753645264942,B
Cockburns Special RSV,2883.78,89.38623842718808,B
Smugglers Notch Vodka,2882.97,89.39493795750441,B
Veuve Clicquot Brut Grande,2879.76,89.40362780145831,B
Pol Roger Brut Vintage,2879.64,89.41231728330521,B
Casa Noble Reposado,2879.36,89.42100592023576,B
Kirk and Sweeney 18 Yr Rum,2879.28,89.42969431576164,B
1800 Ultimate Peach Margrita,2878.56,89.43838053864548,B
Bacardi Party Drinks Zombie,2878.2,89.44706567520828,B
Ghost Pines Znfdl L Martini,2871.31,89.45573002079378,B
La Crema Pnt Nr Monterey,2868.62,89.4643862491472,B
Bonterra Merlot Organic Mndc,2867.9500000000003,89.4730404557365,B
Cruzan Pineapple Rum,2867.13,89.48169218792792,B
Tom Cat Barrel Aged Gin,2866.3900000000003,89.49034168712613,B
Highland Park Dark Origins,2865.64,89.49898892315554,B
Tres Generaciones Reposado,2863.23,89.50762888686924,B
Cupcake Angel Food,2857.58,89.516251801378,B
Meukow 90,2853.87,89.52486352074516,B
Bolla Amarone Valpolicella,2853.11,89.53347294676792,B
Gallo Copperidge Pnt Grigio,2851.92,89.54207878189622,B
Le Mistral Red,2848.8599999999997,89.55067538329583,B
Dom Seguinot-Bordet Chablis,2848.77,89.55927171311517,B
Gekkeikan Plum Wine,2846.41,89.56786092149672,B
Manischewitz Concord Kosher,2843.8,89.57644225405085,B
Sean Minor Carneros Pnt Nr,2838.58,89.58500783495018,B
Hakushu 12 Yr Japanese Whsky,2837.67,89.5935706698714,B
Trivento Amado Sur Malbec,2835.82,89.60212792230958,B
Kermit Lynch Cotes du Rhone,2834.83,89.61068218736493,B
Argyle Willamette Pnt Nr,2834.71,89.6192360903133,B
Bauchant Orange Liqueur,2818.5899999999997,89.62774135022038,B
Pine Ridge Chn Bl/Viognier,2818.12,89.63624519187503,B
Villa Jolanda Strwby Moscato,2802.62,89.6447022613746,B
Chambord Liqueur de France,2801.63,89.65315634349137,B
Rosita Tequila Wh,2796.29,89.66159431184633,B
Rain Organics Vodka,2791.64,89.67001824855475,B
George Dickel No 8 Bourbon,2790.7,89.6784393487583,B
Lugny Les Charmes Macon,2782.4,89.68683540322719,B
Spellbound Merlot,2780.99,89.69522720293875,B
Poland Spring Vodka,2773.41,89.70359612955771,B
Black Box Merlot,2771.09,89.71195805544119,B
Fuki Sake,2769.69,89.72031575674293,B
Bacardi Grand Melon,2765.94,89.7286621422007,B
Espolon Anejo Tequila,2764.2000000000003,89.73700327710688,B
Caffo Sambuca Secolare,2762.23,89.74533846742301,B
Jameson 18 Year Old,2759.77,89.7536662345455,B
St George Botanivore Gin,2759.08,89.7619919195527,B
Frisk Prickly Rsl,2757.28,89.77031217295479,B
Four Star Cab Svgn,2756.03,89.7786286544089,B
Anne Amie Pnt Nr,2755.91,89.786944773756,B
Durigutti Malbec Mendoza,2743.17,89.79522244940921,B
Vegan Vines Chard,2741.95,89.80349644364117,B
Sterling Vintner Clt Svgn Bl,2737.26,89.81175628552425,B
Yellow Tail Sangria,2736.96,89.82001522213984,B
Edradour 10 Yr Single Malt,2735.52,89.82826981347134,B
Mirassou Merlot Cal,2727.27,89.8364995099461,B
Dom Bousquet Cab Svgn Mendza,2725.52,89.84472392569367,B
Poland Spring Gin,2725.45,89.85294813021216,B
Gold Crown Vodka,2717.28,89.8611476812786,B
Great Western Brut,2717.28,89.86934723234504,B
Smirnoff Light Lemon Sorbet,2715.53,89.8775415026843,B
Avalon Cab Svgn Napa,2700.52,89.88569047947207,B
Sweet Baby Vyds White Peach,2697.75,89.8938310976231,B
Maurice's Mentholated Mint,2697.54,89.9019710820869,B
Fabrizia Blood Orange,2692.49,89.91009582788078,B
Pearl Vodka PET,2692.22,89.91821975893393,B
DeKuyper Anisette,2689.96,89.92633687030511,B
Trapiche Cab Svgn Oak Cask,2688.65,89.93445002867477,B
Rhum Barbancourt Estate RSV,2685.21,89.94255280664359,B
La Gr Comtadine Vacqueyras C,2678.66,89.95063581960493,B
St Remy XO Napoleon Brandy,2678.3,89.95871774624527,B
Malibu Tropical Banana Rum,2678.16,89.96679925042741,B
Beringer Classic Pink Moscat,2678.12,89.97488063390723,B
Valckenberg Gewurz Pfalz,2678.01,89.98296168545563,B
The Beach House Pinot Grigio,2677.32,89.99104065488874,B
HandCraft Artisan Coll Chard,2677.32,89.99911962432184,B
Pinnacle Vodka Cane 4/50mls,2677.29,90.00719850322818,B
R M Woodbridge Malbec,2676.71,90.01527563195066,B
14 Hands Pinot Grigio,2676.06,90.0233507992602,B
Arca Nova Vinho Verde,2675.46,90.03142415603469,B
Justin Vyds 13 Svgn Bl C Cst,2673.17,90.03949060260047,B
Dom Bousquet Malbec Mendoza,2670.57,90.04754920351444,B
Jack Daniels Master Dist VAP,2669.1099999999997,90.05560339879314,B
Madrigal Petite Sirah,2667.43,90.06365252457374,B
Black Box Shiraz Cntrl Coast,2665.87,90.07169694296326,B
Connemara Irish Whiskey,2664.3900000000003,90.07973689536635,B
Cruzan Passion Fruit Rum,2664.36,90.08777675724271,B
Papa's Pilar Dark Rum,2663.32,90.09581348085833,B
Farnum Hill X-Dry Cider,2661.78,90.10384555743403,B
Firesteed Citation Pnt Nr,2659.62,90.11187111608359,B
Flora Springs Cab Svgn Napa,2659.3,90.11989570911449,B
Montezuma Blue Tequila Liqu,2657.3399999999997,90.12791438773093,B
Jack Daniels Sinatra Select,2655.84,90.13592854000977,B
Vendange Pnt Grigio,2651.11,90.14392841923743,B
Sutter Home Moscato Cal,2647.35,90.15191695244553,B
Skyy Infusions TX Grapefruit,2646.27,90.15990222669058,B
Ch de Jarnioux Bjls,2640.2400000000002,90.16786930505852,B
Morgan Winery Cd Crows Monte,2638.2400000000002,90.17583034830966,B
Kinky Flame Whisky,2627.91,90.18376022018263,B
Finca Sandoval Tinto Manchue,2626.54,90.1916859580006,B
Omaka Springs Svgn Bl,2623.25,90.19960176805148,B
S S Pierce Vodka,2622.9,90.2075165219569,B
Ch de Montfort Vouvray,2622.36,90.21542964638078,B
The Glenlivet 12 Yr Gift Pk,2620.3900000000003,90.22333682621466,B
Blackstone Pnt Nr Monterey,2618.47,90.23123821233641,B
Gnarly Head Pnt Nr,2616.79,90.23913452896007,B
Riff Pnt Grigio,2615.41,90.24702668135313,B
Livingston Clrs Wh Znfdl Cal,2613.82,90.25491403582836,B
Fantini Monteplciano D'Abruz,2613.82,90.26280139030361,B
Darioush Cab Svgn,2609.71,90.27067634261385,B
Saldo Znfdl Cal,2609.13,90.27854954474023,B
Don Ramon Silver Tequila,2609.1299999999997,90.2864227468666,B
Teeling Irish Whiskey,2608.29,90.29429341424392,B
Noilly Prat Sweet Vermouth,2607.39,90.3021613658187,B
Rive Droite Rive Gauche CDR,2607.1,90.31002844230154,B
F Coppola Diamond Red,2605.35,90.3178902380572,B
Nikka Coffey Grain Whisky,2597.6,90.32572864773533,B
Pavao Vinho Verde Adegas Wh,2596.75,90.33356449248882,B
Malibu Rum Punch RTD,2596.6899999999996,90.3414001561888,B
BV Coastal Estate Cab Svgn,2594.53,90.34922930196267,B
Schmitt Sohne Auslese,2594.17,90.3570573614155,B
F Coppola Rosso Bianco Rosso,2593.76,90.36488418366942,B
Pommery Falltime Extra Dry C,2591.14,90.37270309992033,B
Pacifica Cab Svgn/Merlot 11,2590.56,90.38052026598736,B
Baileys Irish Cream w/4 Glss,2588.7,90.3883318193958,B
Trimbach Pnt Bl,2588.15,90.3961417131471,B
Madria Sangria,2586.08,90.40394536055256,B
Casamigos Reposado Tequila,2579.14,90.41172806610275,B
Chalk Hill Chard,2578.71,90.41950947410287,B
Clontarf Irish Whiskey,2577.63,90.4272876231399,B
Line 39 Chard,2577.42,90.43506513848969,B
J Drouhin Chablis,2573.97,90.442832243263,B
Elk Cove Pnt Gris Ore,2571.65,90.45059234730087,B
Liberty School Merlot CC,2570.16,90.45834795517672,B
J Vineyards Pnt Gris,2566.52,90.46609257914002,B
Merriam Pnt Nr Cuvee RRV,2565.89,90.47383530204155,B
Tomaiolo Pinot Grigio,2562.84,90.48156882138997,B
Ch Pesquie Cotes du Ventoux,2562.04,90.48929992669169,B
Speymalt Macallan 1993 20 Yr,2559.84,90.49702439336494,B
Lunazul Reposado Tequila,2558.39,90.50474448457852,B
Pigs Nose Scotch,2553.98,90.51245126835961,B
C Back Goats Do Roam Rouge,2553.88,90.52015775038484,B
Vieux Telegraphe Chtnf Pape,2549.66,90.52785149831367,B
R Mondavi Private Sel Pnt Nr,2548.5899999999997,90.535542017455,B
Lagaria Venezie Pnt Grigio,2541.88,90.54321228877954,B
Perrin Chtnf du Pape,2541.25,90.55088065904229,B
Paul Masson Red Berry Brandy,2538.79,90.5585416061114,B
Ecco Domani Colle Pnt Grigio,2538.5099999999998,90.56620170826416,B
Alamos Red Mendoza,2537.46,90.5738586419806,B
Gallo Copperidge Cab Svgn,2534.2799999999997,90.58150597986138,B
Dewars Scratch Cask Scotch,2534.1299999999997,90.58915286510837,B
The Monterey Vyds Pnt Nr,2531.89,90.59679299102459,B
Jim Beam Single Barrel,2529.2400000000002,90.60442512041105,B
Milagro Anejo Tequila,2528.34,90.61205453399496,B
Salmon Run Coho Red NY,2527.52,90.619681473181,B
Cointreau Noir Liqueur,2527.21,90.62730747692393,B
Distroya Spiced Liqueur,2526.5899999999997,90.63493160978066,B
Estancia Unoaked Chard,2523.51,90.64254644855755,B
Cono Sur Pnt Nr Rapel,2520.42,90.65015196307901,B
BenRiach Barrel 94,2519.86,90.65775578776775,B
Beringer Classic Red Moscato,2519.3,90.66535792262383,B
Roth Est Red Heritage Sonoma,2518.6,90.672957945189,B
Lamberti Prosecco X Dry,2517.9,90.68055585546331,B
Stolichnaya Ohranj Orange,2516.98,90.68815098958389,B
Antinori Tignanello,2516.7200000000003,90.6957453391393,B
Forest Glen Chard,2513.7999999999997,90.70333087742421,B
Opici Sangria,2507.2200000000003,90.71089656017489,B
F Coppola Votre Sante Pnt Nr,2504.89,90.71845521201452,B
Clase Azul Reposado Tequila,2499.75,90.72599835360401,B
KAH Blanco Tequila,2499.4900000000002,90.73354071062832,B
Ch Ste Michelle Indn W Chard,2497.49,90.74107703253586,B
Terrazas Alto Malbec Argn,2496.06,90.74860903933488,B
Skyy Infusions Dragon Fruit,2491.35,90.7561268334339,B
Bonpas Cote du Rhone Rouge R,2490.75,90.76364281699787,B
F Coppola Diamond Znfd,2488.34,90.77115152824612,B
C Krug Merlot Napa,2487.8399999999997,90.77865873071516,B
Yellow Tail Rsl,2486.4900000000002,90.7861618594804,B
St George Terrior Gin,2486.2400000000002,90.79366423385602,B
Jim Beam Jacob's Ghost,2484.6299999999997,90.80116174996263,B
Latour Pinot Noir Valmoissin,2484.1,90.80865766676331,B
Millet Roger Sancerrre,2481.0499999999997,90.81614438001088,B
Piccini Chianti,2479.5299999999997,90.8236265065697,B
Gran Centenario Anejo,2479.38,90.83110818049475,B
Taylor Fladgate LBV Port,2478.45,90.83858704809052,B
Geyser Peak Chard,2477.52,90.84606310935696,B
Casa Liliana Good Pnt Grg,2475.39,90.85353274322404,B
Redwood Creek Svgn Bl Cal,2472.75,90.86099441073698,B
Castle Rock Paso Ro Cab Svgn,2472.7400000000002,90.86845604807431,B
Bodegas Borsao Berola,2470.1,90.8759097190575,B
BenRiach 1994,2469.87,90.88336269600225,B
Four Vines Naked Chard,2460.19,90.8907864629818,B
Molletto Grappa di Barbera,2454.17,90.8981920642598,B
Joseph Carr Chard Napa,2452.47,90.90559253568854,B
Stolichnaya Elit Vodka,2449.58,90.91298428637351,B
Sweet Baby Vyds Strawberry,2448.04,90.92037139001859,B
Alamos Torrontes,2447.55,90.92775701506004,B
Graffigna Centenario Malbec,2447.55,90.9351426401015,B
Ch Beauchene CDR White RSV,2445.96,90.94252346722512,B
Asbach Uralt German Brandy,2442.96,90.94989524167356,B
Goslings Dark'N Stormy RTD,2440.26,90.95725886871435,B
Milagro Tequila Anejo SBR,2439.7,90.96462080592242,B
Auchentoshan 12 Yr Sngle Mlt,2439.4700000000003,90.97198204909208,B
Don Felix Anejo Tequila,2439.3900000000003,90.97934305085705,B
Flag Hill Sugar Maple Liquer,2437.71,90.98669898312394,B
Primal Roots Red Cal,2436.29,90.99405063045789,B
Kinky Vodka,2433.9,91.0013950658273,B
Santa Rita 120 Merlot,2431.94,91.00873358678227,B
Benvolio Pnt Grigio Friuli,2426.0099999999998,91.01605421361597,B
Bolla Prosecco Extra Dry,2422.9700000000003,91.02336566707216,B
R M Woodbridge Moscato,2414.98,91.03065301023679,B
Arrow White Creme de Cacao,2412.98,91.03793431828466,B
Simply Naked Chard,2412.6,91.04521447966032,B
Clos du Bois RSV Chard RRV,2410.48,91.0524882438122,B
Grahams 2000 Vintage Port,2409.65,91.05975950339061,B
Highland Park 18 Yr Single,2404.81,91.0670161579864,B
J Vineyards Brut 20,2399.04,91.07425540127028,B
Rene Junot Red,2398.0,91.08149150629342,B
David Girard Vyds Code Rouge,2398.0,91.08872761131657,B
F Coppola Sofia Rose,2395.47,91.09595608191698,B
3 Ball Znfdl,2390.16,91.10316852928236,B
Carlo Rossi Rhine Calif,2389.31,91.11037841172308,B
Bota Box Shiraz Cal,2388.87,91.1175869664381,B
Gallo Copperidge Merlot Cal,2388.48,91.12479434430537,B
Brazin Old Vine Znfdl Lodi,2385.39,91.1319923979172,B
Stags Leap Winery Cab Svgn,2384.56,91.13918794695557,B
Carpineto Chianti Clsc,2382.51,91.14637730999922,B
Jaboulet Cts Rhone Parl Rose,2381.93,91.15356492285903,B
Corbett Canyon Cab Svgn,2379.65,91.16074565568569,B
Paso Creek Cab Svgn,2378.3,91.16792231480852,B
Di Majo Norante Sangiovese,2375.01,91.17508904616425,B
Caffo Amaretto Liqueur,2371.5099999999998,91.18224521606561,B
Bota Box Nighthawk Dark Red,2368.69,91.1893928764523,B
Peter Vella Delicious Blush,2368.42,91.19653972209824,B
Frogs Leap Merlot Napa,2367.36,91.20368336913226,B
Wolfschmidt Vodka Plastic,2367.11,91.21082626177669,B
Produttori del Barbaresco P,2366.28,91.21796664984765,B
Rancho Zabaco Heritage Znfdl,2366.18,91.22510673616279,B
The Naked Grape Moscato,2362.62,91.23223607997004,B
Milagro Silver Select Barrel,2359.53,91.23935609952187,B
Block Nine Caiden Vyd Pnt Nr,2359.41,91.24647575696669,B
Erath Pnt Gris Ore,2358.21,91.25359179334144,B
Hine Rare VSOP,2354.63,91.26069702685714,B
Screech Rum,2354.58,91.26780210949492,B
Calvados Boulard Grnd Brandy,2354.3900000000003,91.27490661879662,B
Fonseca Bin No 27,2352.33,91.282004911928,B
Bacardi Party Mai Tai,2350.53,91.2890977734543,B
Zorvino Bacca Z Blackberry,2350.32,91.29619000129334,B
Salmon Run NY Chard,2349.66,91.30328023754385,B
Belle Glos Dairyman Vyd PN,2349.53,91.31037008151175,B
Vindicated Cab Svgn,2348.92,91.31745808476904,B
Marques de Caceres Rose,2347.4,91.32454150133758,B
Gallo X Dry Vermouth,2344.23,91.331615352246,B
Charles Smith Eve WA Chard,2338.31,91.33867133920876,B
Moonlight Meadery Apple Pie,2338.2,91.34572699424008,B
Wycliff Brut,2335.32,91.35277395870325,B
Tineta Avante 10 Tinto Fino,2329.88,91.35980450764876,B
Villa Pozzi Moscato,2329.44,91.36683372886858,B
Cavit Chardonnay Trentino,2329.33,91.37386261815696,B
Walnut Crest Vnto Pnt Grigio,2328.89,91.38089017971967,B
Beringer Chard Private RSV,2324.53,91.38790458472779,B
Jameson Trilogy Pack,2319.42,91.39490357001253,B
Sharpe Hill Ballet of Angel,2318.89,91.40190095599132,B
Deanston SM Virgin Oak,2312.22,91.40887821485563,B
Alberta Rye Dark Batch,2308.95,91.415845606304,B
Joel Gott Znfdl,2308.46,91.42281151914877,B
Belle Glos Clark & Telephone,2304.54,91.42976560316463,B
Bacardi Tangerine Rum,2304.06,91.43671823875246,B
Backhouse Pnt Nr,2303.75,91.4436699388972,B
La Crema Pnt Gris Monterey,2302.7599999999998,91.45061865165913,B
Dom Fond Croze La Croix Coq,2302.72,91.45756724371873,B
Penfolds T Hyland Shiraz,2302.08,91.46451390454095,B
Ch Leoville Barton 12 St Jul,2299.77,91.4714535948033,B
Kim Crawford Svgn Bl Sptfire,2299.08,91.47839120295032,B
Sauza 901 Silver Tequila,2299.08,91.48532881109736,B
Achaval Ferrer Malbec,2296.98,91.4922600823718,B
Sutter Home Svgn Bl,2296.56,91.4991900862717,B
Ophir London Dry Gin,2296.17,91.50611891332383,B
Simply Naked Pnt Grigio,2295.77,91.5130465333526,B
Cruz Garcia Real Sangria Re,2295.37,91.51997294635802,B
Sycamore Lane Merlot Cal,2292.83,91.52689169476511,B
M & R Asti 4 Pak,2290.09,91.53380217506222,B
Cepa 21 Ribera Duero 06 Tnto,2284.73,91.54069648124636,B
St Urbans-Hof Rsl,2284.48,91.54759003304088,B
Villa Pozzi Nero D'Avola,2284.4700000000003,91.55448355465983,B
Nathanson Creek Cab Svgn,2283.64,91.56137457170531,B
Sartori Amarone,2282.4300000000003,91.56826193750514,B
Ch Haut Gravet Saint-Emillon,2279.43,91.57514025062979,B
Silverado Merlot Napa,2275.22,91.5820058598336,B
Foxhorn SE Merlot Australia,2274.41,91.58886902481514,B
Taken Red Napa,2274.0899999999997,91.59573122417798,B
Pimms Cup No 1,2270.8599999999997,91.60258367682721,B
Sequin Delicately Pnt Grigio,2269.16,91.60943099962718,B
Grayson Cellars Cab Svgn Pas,2268.09,91.61627509363967,B
Wyndham Bin 555 Shiraz,2267.72,91.62311807115555,B
Cameron Hughes Cam Col Cab S,2266.38,91.6299570051432,B
Ice Pik Vodka,2266.38,91.63679593913083,B
Catena Padrillos Malbec,2265.75,91.6436329720567,B
C R Clrs Fortissimo Red,2264.97,91.65046765128699,B
Pike Creek Canadian Whisky,2262.0899999999997,91.65729363994913,B
Gruet Rose Brut,2259.67,91.66411232611998,B
Folie A Deux Cab Svgn,2259.6699999999996,91.67093101229081,B
Girls in the Vineyard Svgn B,2258.68,91.67774671107884,B
Canyon Rd Chard,2256.27,91.68455513755114,B
Carmel Road Pnt Nr Monterey,2254.83,91.69135921873935,B
Rombauer Cab Svgn Napa,2254.59,91.69816257571355,B
Gnarly Head Pnt Grigio,2253.69,91.70496321688522,B
Salviano Orvieto 13 Clsco,2253.18,91.71176231910209,B
Cavit Alta Luna Pnt Grigio,2252.95,91.71856072728053,B
P Michael L'Espirit Brdx,2249.75,91.72534947927211,B
Shelton Wild Thing Znfdl,2248.75,91.7321352137053,B
Hob Nob Chard,2247.75,91.73891793058012,B
Ch Tanunda Gr Barossa Shiraz,2244.71,91.74569147407742,B
Drambuie Glass Pack,2243.17,91.75246037053479,B
Placido Chianti,2242.97,91.75922866348049,B
Don Miguel Gascon Colosal Rd,2242.13,91.76599442167712,B
Delas Cotes du Rhone,2239.28,91.77275157983236,B
Shafer Relentless Syrah,2235.74,91.77949805583087,B
Black Velvet,2234.35,91.78624033742324,B
Turning Leaf RSV Merlot Cal,2234.32,91.79298252848884,B
Freemark Abbey Cab Svgn Napa,2233.4900000000002,91.79972221498097,B
Leblon Natural Cane Cachaca,2232.23,91.80645809934954,B
The Beach House Chard,2227.77,91.81318052540769,B
Nicolis Valpo Clsc,2227.49,91.81990210654946,B
High West Campfire Whiskey,2219.63,91.82659996968229,B
Corazon de Agave Anejo,2219.2599999999998,91.83329671631853,B
Chronic Cellars Purple Parad,2218.52,91.83999122996156,B
Murphy-Goode Cab Svgn Cal,2217.47,91.84668257516824,B
Dom Pere Caboche Cote Rhone,2211.16,91.8533548795815,B
Menage a Trois Pnt Grigio,2209.95,91.86002353274911,B
Ch Pichon Long Comtesse L 12,2209.83,91.8666918238097,B
Sokol Blosser Evolution Whit,2208.62,91.87335646362465,B
Flag Hill Cayuga White,2208.3,91.88002013782089,B
Fetzer Eagle Peak Merlot,2208.3,91.88668381201715,B
Wild Turkey Rare Breed,2207.4300000000003,91.8933448609376,B
Simi Landslide Cab Svgn Alex,2207.23,91.90000530634639,B
Cavit Pinot Grigio Delle Ve,2202.55,91.90665162958189,B
Stemmari Pt Nr,2200.53,91.91329185734945,B
Alphonse Dolly Sancerre Cvee,2198.0499999999997,91.91992460157219,B
Wlm Hill Est No Cst Svgn Bl,2195.31,91.92654907768494,B
Gallo Fairbanks Sherry,2194.95,91.93317246747667,B
Three Olives Vodka w/Flask,2194.32,91.9397939562066,B
UV Sangria Vodka,2192.86,91.9464110393013,B
Black Box Rsl,2191.08,91.95302275114203,B
Layer Cake Centrl Cst Pnt Nr,2190.63,91.95963310508151,B
Trentadue Old Patch Red Son,2190.34,91.96624258392904,B
Fish Eye Shiraz,2189.64,91.97284995048572,B
James Oliver American Whisky,2189.27,91.97945620054578,B
Livingston Nat Flvrs Chard,2188.3,91.9860595235742,B
Fabrizia's Italian Margarita,2187.81,91.99266136799902,B
Corvo Sicily Nero D'Avola,2186.16,91.99925823345248,B
Joel Gott Pnt Nr,2185.79,92.00585398240933,B
Villa Cornaro Pnt Grigio LTD,2185.3,92.01244825276258,B
Segura Viudas Brut RSV,2182.02,92.01903262552432,B
Duckhorn Svgn Bl Napa,2179.31,92.02560882070279,B
Merry Edwards Svgn Bl RRV,2177.34,92.03217907129122,B
Cono Sur Svgn Bl Cntrl Vly,2176.31,92.03874621379454,B
Ravenswood Znfdl Napa,2174.72,92.04530855838,B
R Mondavi Pvt Sel Rsl,2173.61,92.05186755347565,B
Livingston Merlot Cal,2172.32,92.05842265592096,B
UV Ruby Red Grapefruit Vodka,2171.7,92.06497588748009,B
Atamisque Malbec,2169.97,92.07152389866319,B
Buchanans Deluxe 18 Yr Old,2169.6899999999996,92.07807106492994,B
Glenrothes Sherry Cask Rsv,2159.64,92.08458790473487,B
E.H.Taylor Jr Single Barrel,2159.64,92.09110474453979,B
Benziger Tribute Estate Red,2159.64,92.09762158434471,B
Light Horse Cab Svgn,2158.2,92.10413407886554,B
Parducci Petite Sirah,2158.06,92.1106461509282,B
Frei Bros Rsv Znfdl,2157.73,92.11715722719659,B
Laphroaig Cairdeas Islay,2156.71,92.12366522555541,B
Talbott Sleepy Hollow Chard,2156.37,92.1301721979444,B
Hahn Cab Svgn Santa Lucia,2155.21,92.13667566996565,B
H by Hine Cognac,2149.57,92.14316212295756,B
Damilano Lecinquevgne Barolo,2148.35,92.14964489452825,B
Glenkinchie 12 YO Scotch,2145.64,92.15611948851569,B
F Coppola Directors Pnt Nr,2144.87,92.16259175898315,B
W Hill Est Cntrl Cst Pnt Nr,2143.57,92.16906010662473,B
Mezzacorona Cab Svgn,2143.05,92.17552688513592,B
Ch D'Issan 10 Brdx,2141.83,92.18198998222589,B
Skyy Infusions Pineapple,2140.59,92.18844933754345,B
Barefoot Sparklng Pnt Grigio,2137.86,92.19490045492658,B
Middle Sister Sweet & Sassy,2137.86,92.20135157230975,B
Primaterra Pnt Grigio,2131.0099999999998,92.2077820194179,B
Belguardo Serrata Toscana,2127.87,92.21420299139272,B
Linie Aquavit,2125.14,92.22061572543313,B
Redwood Creek Merlot Cal,2121.07,92.22701617801089,B
Jose Cuervo Lite Wh Peach,2117.4,92.23340555614934,B
Cesari Lugana Cento Filari,2117.37,92.23979484376105,B
Beringer Classic Chenin Blan,2116.96,92.24618289417381,B
Sycamore Lane Pnt Grigio Cal,2114.47,92.25256343086618,B
Banfi Chianti Clsc Tuscany,2113.25,92.25894028613732,B
Skinnygirl White Wine,2112.65,92.26531533087339,B
Merriam Cab Svgn Dry Creek,2106.22,92.27167097270903,B
Rye Harbor Vodka,2104.83,92.27802242013851,B
Grand Marnier Cuvee du Cent,2099.86,92.28435887030277,B
Talisker Distillers Edition,2099.7,92.29069483765768,B
Sebastiani Cab Svgn Sonoma,2098.95,92.29702854184382,B
Midnight Moon Cherry,2098.95,92.30336224602993,B
Sheffield Very Dry Sherry,2097.9,92.30969278177975,B
Rioja Vega Tempranillo Garna,2097.68,92.31602265366674,B
LaBelle Winery Granite Red,2094.69,92.32234350305411,B
Ch de la Chaize Brouilly,2094.69,92.3286643524415,B
Renwood Old Vine Zinfandel,2089.7799999999997,92.33497038561718,B
Moet & Chandon Grand Vintage,2089.62,92.34127593598352,B
Blanc de Bleu Mousseux Brut,2088.69,92.34757868002056,B
Mazis Chambertin Gr Cru,2087.82,92.35387879878178,B
Intorcia Marsala Dry,2086.2599999999998,92.36017421015194,B
Handcraft Pnt Grigio,2085.9,92.36646853520104,B
Powers Signature Release,2079.48,92.37274348752528,B
Rough Rider Straight Bourbon,2078.37,92.37901509035973,B
Cabot Trail Maple Whisky,2077.97,92.3852854861708,B
Colombo Cape Bleue Rose VdP,2077.92,92.39155573110396,B
Gekkeikan Sake Calif,2076.69,92.3978222644403,B
Sauvion Vouvray,2076.41,92.40408795286027,B
Root 1 Carmenere,2076.26,92.4103531886465,B
Alter Ego de Palmer Mrgx 11,2074.75,92.41661386791955,B
Rio Madre Rioja Graciano,2074.2200000000003,92.42287294788666,B
R Mondavi Heritage Red,2070.68,92.42912134569706,B
Ciroc Ten,2069.91,92.43536741998749,B
Ponzi Tavola Pnt Nr,2069.14,92.44161117075797,B
Paso a Paso Tempranillo,2067.93,92.44785127028278,B
Sycamore Lane Chard Cal,2067.12,92.45408892558531,B
Los Amantes Reposado Mezcal,2066.61,92.46032504193306,B
J Roget Brut,2066.55,92.4665609772273,B
Bigi Orvieto Amabile,2066.12,92.47279561497143,B
Yamazaki 12 Yr Japanese,2063.7599999999998,92.47902313127777,B
Clayhouse Svgn Bl Paso Roble,2062.28,92.48524618159767,B
Leaf Vodka Alaskian Glacial,2060.7599999999998,92.49146464522883,B
Bonterra Viognier Orgnic,2056.53,92.497670344588,B
Hunt & Harvest Cab Svgn,2050.92,92.50385911544458,B
Meiomi Chard,2050.82,92.51004758454532,B
Crown Royal w/2 Glasses,2047.07,92.5162247378021,B
The Glenlivet Archive 21 Yr,2039.88,92.52238019481402,B
Tenuta San Guido 09 Sassacia,2039.88,92.52853565182596,B
Wiggly Bridge Bourbon Sm Brl,2039.66,92.53469044497506,B
Cavit Merlot Trentino,2038.52,92.54084179810758,B
Girard Cab Svgn,2037.2399999999998,92.54698928876535,B
XYZin Old Vines Znfdl,2031.39,92.55311912670653,B
